feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
1.3228805,1.6866136,0.41382116,-1.0213102,1.4345186,-1.2142544,-0.30323595,-0.5088324,0.8371874,0.4854473,1
-0.525729,0.926255,-0.9513919,-2.9907918,1.6169792,1.3962542,-0.056975603,-1.6159091,0.415439,2.112234,1
-0.12879252,0.21918,-0.3529513,1.3432233,-2.0973558,0.05643922,-1.4570382,0.6457142,0.36892462,1.0725913,6
0.7041491,1.017841,1.0647242,0.2881328,0.74307036,0.3997723,-1.8964877,0.5292797,-0.08350775,0.6386627,6
-0.67141765,3.4397538,-0.44749054,2.4905863,-1.3718091,-0.7435405,1.0054874,-0.11001958,1.4271579,1.713608,0
0.76617783,-0.52745306,0.57796645,-0.63384014,1.0356722,0.28378835,-0.72340393,-1.0841869,1.1298871,0.53045607,1
0.56924045,-0.089628465,-0.8264931,-2.0779996,1.476404,0.34623808,-0.002854379,-0.54071176,-0.1574629,-0.60066444,1
0.60399127,1.1733891,0.845693,-0.123532414,-0.5687776,0.6626911,-1.5746346,0.66209793,-0.20107782,1.54946,6
0.61615753,1.3561797,1.0991963,-0.1457109,-1.4385253,-0.8401724,1.3304464,-1.7013967,0.348996,-0.25073528,5
0.78746057,0.3297529,0.5282835,0.52862096,1.7410468,-0.098814994,-0.13824764,-1.3892789,-0.58621746,3.78265,7
-0.40583715,1.4416769,0.87863874,-0.23384038,0.49994195,-0.27011746,-0.5413553,-0.7636218,0.8945834,0.65295595,1
-1.5530131,-0.46366853,1.0962327,2.1950662,-1.0636885,-1.895302,1.8604765,-0.108254194,0.25232965,-0.376338,0
-1.0309956,3.4107556,1.4193808,0.44088215,-0.9423475,1.6407459,-0.6461971,1.4202033,1.872155,0.038231194,1
1.845161,0.5954841,0.112059385,0.12662852,-0.26092404,1.1029117,-0.20475943,-0.37669677,1.2483394,0.5438444,0
-0.44498456,0.07943058,0.7931035,-0.172901,-0.22156702,0.3672315,-0.26775986,-0.7511062,-0.9138547,-0.0008266568,6
0.4740404,0.6114248,0.98363,0.25798976,-1.1950235,-0.6074456,0.44333816,0.28224325,-0.2604156,0.45956334,6
0.62253016,1.6510477,-0.77270514,-0.7709424,-0.36556655,0.48773584,-0.007947624,0.8945536,-0.58928144,-0.46868747,6
0.9648143,0.92248297,0.8175799,-0.2105008,0.7194778,0.17728506,-0.22154886,-0.41113082,0.7106117,-0.009096816,9
0.3115182,2.6295345,-0.0042288303,0.6355345,-0.41854638,0.3515059,-0.8987941,0.8437036,0.5667034,-0.8390982,2
-0.9616093,1.0608004,-0.6603174,0.19692883,-0.44640183,1.062452,-0.8584734,2.6170337,0.53085464,-0.0746648,5
0.92968816,0.122277,1.7766236,-0.81275296,-1.3220122,0.3133321,-0.38684008,0.71136194,0.9555037,1.1113571,6
0.35444373,0.5123066,0.17117298,-0.42333415,0.19836538,-0.07964131,-0.22400784,2.122882,0.22048464,1.306011,6
1.1577718,0.14819336,-0.8894904,-2.771332,1.5083643,-1.2193639,0.37317002,0.8219651,1.5041752,0.41394186,1
-0.24727811,2.314376,1.1950608,1.0973202,-0.64161754,1.4953473,0.3677665,-0.97655994,-0.79608893,-0.8141323,6
-0.4287638,0.081224486,0.38078135,0.53233236,-1.5419065,-1.0572598,0.2943934,0.021920174,2.397948,0.35878366,0
0.7756925,-0.0423391,-0.18661916,-0.77390265,-0.78067935,-0.8946992,1.9068582,1.8740538,-1.4536159,1.3267342,6
-0.7870141,0.6973407,-0.9590395,-0.90081596,-1.2338445,0.5437879,-0.19153851,-0.70429146,0.5836103,-1.9581118,2
-1.0464303,0.59233814,-0.75282496,-0.49391186,0.7324439,1.6358018,-0.4749843,-2.0735865,2.798858,0.7372807,1
0.57437336,0.044208556,0.23126322,-0.18614304,0.07537694,1.1625061,1.1208421,0.88712585,1.1004765,-0.4622069,5
-1.2887741,0.10003254,1.3931,-0.7552047,-0.4657722,0.31934106,-0.9681504,-0.67591864,0.03596738,1.1594843,6
0.8216576,-0.118276,0.108735785,-1.3243442,1.5332985,0.21676737,0.8643402,-0.17147219,0.3859378,-0.2236839,5
0.87112504,2.948335,-0.1984101,0.768952,2.0640838,-0.9658817,-0.58661616,1.372257,-0.7214594,-2.133336,6
-0.5854352,0.51405823,-1.4519613,-0.6433513,-1.3181882,-0.08559239,-0.09983042,0.6280989,-0.42660588,-0.12029973,6
-0.68733275,-0.16390812,-0.84587365,0.2570953,0.57931757,3.0168285,-0.6088215,0.7441015,-1.6571323,1.1420727,6
0.6272875,0.899764,-0.41926292,0.04856126,-1.7985209,2.4038587,-1.572768,-0.06856495,1.0075063,0.87239826,0
1.2745047,3.0730765,1.1114945,-0.71800864,0.2846828,0.7689913,-0.8204061,-1.0527362,-1.6203747,1.144827,6
-0.6579738,0.9277331,-0.15002304,0.0686122,0.64360183,-0.41236207,1.027067,0.38895,2.1821413,0.99359363,1
-0.36440587,-0.74229866,0.4782379,-2.0252774,1.6803664,0.54919314,-2.1363714,-0.09507379,-0.7236482,0.533049,6
0.8252673,0.6078313,-0.95047045,-0.956707,-0.8990947,0.55537975,0.052076697,-1.6123718,-1.4153819,-0.09928012,2
0.14989607,0.6273113,-1.0704153,0.39783162,1.1945246,0.5431093,1.2396286,1.133625,1.7922987,-1.6428208,5
0.14723736,-0.10661629,0.6423197,-0.32811546,0.6010076,1.0452414,0.4696901,-0.14530674,0.014011979,0.63990694,5
0.35373867,-0.045482375,1.0866288,2.0576432,1.859344,0.94294214,-0.8437782,1.9275445,-3.1009192,-0.29115292,6
-1.5545163,1.6058321,0.9490346,0.0047242194,0.43444073,-0.7541207,-0.725195,1.0697383,-2.8007283,0.7233863,6
-1.2236562,0.12748417,0.60049266,0.18596537,0.12561482,1.2175465,-2.0557451,-1.9163029,-0.8498217,0.54007274,6
-1.138687,0.3357281,0.010210216,-0.954015,0.54109323,-0.17024466,-0.8208146,0.035384536,0.24816087,-0.82023644,1
-0.5690379,0.37162778,-0.17853191,0.79591537,0.3525178,1.7526633,-0.02487474,-1.6070215,-2.071249,-0.057112046,6
-0.43625814,3.717522,-1.0983244,-0.11498501,-0.62822545,1.3298265,-0.4693606,2.1677809,0.18661585,-1.3352773,2
-0.8149001,2.1191876,0.2380179,2.15134,-1.7023616,1.9382551,-0.6540301,-0.20846462,-0.0013950467,-0.81694615,5
0.56565845,0.17736793,-0.33595303,-0.5419479,0.72933596,-0.6905367,-0.70455855,0.7661445,0.20722309,0.38682258,1
-1.2104527,1.0671246,0.33905405,0.24323592,-1.005947,0.0121644735,-0.68996865,1.2807933,-1.2681377,-0.5985379,6
1.1763287,1.9340425,-0.5850357,-2.6195946,2.721758,-1.0762247,-0.20725709,-0.4199307,0.32501543,0.5685545,1
1.4403206,1.4742528,-1.315087,-0.42424852,0.7037859,-0.4558987,-1.5271258,-1.6386782,-1.303457,0.075239904,0
-0.48950908,0.15121357,0.5951064,-0.8106998,0.15947284,2.826149,-0.08129238,-0.38455135,1.4808611,-1.0066198,1
-1.1861396,0.03497839,0.03123349,-0.61681014,-0.6663051,1.4247719,-1.2085065,-0.5604193,0.5124965,-0.06489974,1
0.85046315,0.6024815,-0.4487065,0.7998232,-1.0583699,0.51042116,0.20656367,0.7090373,-0.9819752,1.1623695,5
-0.6332476,0.38114378,-0.070922315,-0.15400982,0.37250128,-0.19494408,-1.3939253,0.36012262,1.2290426,1.4425284,1
-0.8804103,0.37047854,-1.0044023,0.532419,-0.4263849,0.38852534,1.0464655,-1.1957641,0.5116712,1.4843353,0
-0.45825222,1.2780005,0.43313736,0.0033215731,-0.20191896,-0.61716557,-0.9087448,0.19137976,1.4516776,-0.5415939,0
-0.019240275,0.28164834,0.9627744,-0.6256377,0.17013967,-0.62103075,1.7947825,0.40965378,-0.44815207,-0.09693471,6
-0.76888824,5.1067514,1.0820243,-1.1440244,1.2988855,-1.8128011,-1.3607813,1.0791959,1.5331429,0.9705818,6
-0.7098562,0.08022408,0.12367678,-0.14913204,-1.2221298,0.99734247,1.186028,-0.93954444,1.6046786,0.39068288,0
-2.035488,-0.6275741,-0.066841125,0.028839473,0.39795202,-0.38294402,-1.3452464,-0.47529316,-0.6647868,-0.23736635,6
-1.470474,2.464727,-0.5429592,1.1921902,-0.30377722,0.3662567,0.020881832,0.37263778,-1.5594822,1.4736564,6
0.92870885,0.46576348,1.4491347,0.45746845,-1.3361186,-0.07717563,-1.8637211,-0.6939182,1.1979686,0.41997218,9
-1.9249718,-0.08801949,1.4021457,2.5671868,-3.583493,-1.6932969,0.1674951,-0.31866395,0.63839555,-0.661476,6
-0.43068492,1.8615733,0.92696404,1.226935,0.96740794,0.4711185,1.8474044,0.67119944,2.1017494,-0.832307,5
-0.09131312,0.61668104,0.0015365481,-1.726269,2.8715515,1.9917736,1.5827632,-0.5327704,-0.61343306,-0.57410836,5
-0.075080454,1.5640157,-0.8529687,1.0192131,0.66949654,0.7923264,0.0050951242,-0.117859006,-0.10436994,0.92884934,5
-0.17114818,1.1255549,-1.0730543,-0.17661305,-0.5305208,1.2474632,-0.5512671,-3.2737527,0.98387706,0.65329874,0
0.7347841,0.20124817,0.88154083,0.1257208,0.14629558,-0.56719846,-0.7092879,-0.33519167,-0.07202546,-1.4964607,6
-0.051893257,5.8844237,-2.0745974,0.62593234,0.78291065,0.21391684,-0.6554858,0.68064153,-0.40490943,-1.0866728,2
-0.024949506,-0.75221455,0.9585838,-0.012165181,1.0681956,0.41161817,1.7861478,-1.295989,-1.3167458,-1.7297835,7
0.4451915,-0.20952699,0.27447245,0.28664604,0.8894086,-0.48199046,0.05709225,0.7562636,-0.23508726,0.31452447,5
-0.56658685,2.1683264,1.2573646,-0.6472791,0.81801295,-0.3379283,-0.91799474,0.3726648,0.65183353,0.1551108,6
-0.18674363,0.84140027,-0.43558237,1.7287967,-1.4164876,0.53033423,0.277005,-0.19336689,-1.2817208,1.6781667,0
0.29770598,1.4988104,-1.0017862,1.6231196,1.8994081,-2.3413377,-1.5103757,1.695106,0.6548307,0.968037,6
0.11445433,0.44328314,-0.19097498,-0.4403182,-0.50391763,0.64067864,-2.0123792,-0.86099404,-0.87215126,-0.39537144,6
-1.6877297,6.1051536,-0.58805156,-1.7743192,1.6947114,-0.03269553,-1.0654789,-0.7510488,0.48204476,-0.6010449,1
-0.6678626,0.7792107,0.23932289,0.52061987,-0.09062505,-2.119981,-0.8448469,-0.71607935,1.4344045,-1.047373,0
0.54124033,-0.40470517,0.727503,-0.6712936,-0.5909561,0.654861,-1.52309,-1.7185819,2.3185127,0.09337312,1
0.63878447,1.3155388,-0.06627712,-0.25791907,1.0405841,2.0178225,1.005175,-1.8101034,-0.5259502,-1.092462,7
0.8016662,1.5936021,1.2073627,0.6302153,-0.77656406,1.2525636,0.3028813,0.15363014,-2.0491614,-0.11381993,6
-1.22633,0.071051866,-1.5023873,-0.31785423,0.2889236,1.475195,0.07123929,-1.7683451,2.283092,-1.8796641,1
-0.3261603,0.52244675,-0.32283223,0.90396726,0.73917687,1.8510607,-0.48439986,-0.6096306,1.1683943,0.82128274,1
1.159089,1.4869056,0.15068541,-0.5081749,0.13081795,0.120206065,0.8369967,-0.13999483,0.29314306,1.1986655,5
0.14155251,0.27438387,-0.43537033,-0.030087352,0.845616,-1.935442,2.4325147,2.2757852,-0.02508682,1.5232733,5
1.5461566,0.14376223,0.88285446,-2.3531222,-1.1030952,1.0206233,1.2849814,-0.12454067,0.0127109885,0.15834042,5
-0.56413144,5.630238,1.0438449,0.5197576,0.9035649,0.74813133,0.82171714,1.0991433,-0.30016857,-1.4390669,6
0.2635535,0.41658318,0.3715598,-1.3968998,1.6474769,-1.160506,-3.2685645,1.5038285,0.81322956,0.5642862,6
1.0410264,0.72637975,0.5805351,-0.8771757,-1.3882751,0.4672187,-1.49384,-1.0266759,-0.9545016,1.1357572,6
-0.9827936,0.32476526,-0.9415559,-0.3508324,-0.06619623,2.044668,-0.1618504,-0.29925478,-0.6090435,0.2979278,1
0.9831335,0.9159104,0.39295936,1.0274358,0.3861083,0.21533564,-1.4032305,0.44060063,-0.94400424,-1.0382638,6
1.3422972,8.984214,-0.7215256,-0.58662075,-0.42111802,-0.22028607,1.5443742,-1.2654182,0.025891364,-1.5716302,2
-0.46501407,0.07896964,-0.65944815,-0.105223775,-0.37296695,0.51692474,0.5778024,-0.46605334,1.571338,0.7001464,1
-0.21294105,0.688017,-0.33829218,0.56190866,-0.47647476,-1.8828532,-0.86682653,1.0835178,1.048663,0.7404194,0
-1.2427698,-0.11371231,0.7217765,1.8850036,-3.0990124,-0.15101948,-0.1753555,-0.65665776,-0.20351481,0.78835523,6
0.38145545,0.5104284,1.0904052,0.2604322,1.5071156,0.55588394,0.26454788,0.7529646,0.20740783,-2.8371956,5
1.4940438,3.1229365,-0.9119624,-0.44477528,-0.15748426,0.7637099,-0.4192906,-0.58722556,-0.42429107,1.1771731,5
0.26815635,0.72844136,1.0194969,0.5282108,0.45991576,1.5770577,-1.46919,-0.75111175,1.6433063,-0.17930666,1
0.20503789,0.35840973,-1.1194936,-1.9451659,1.2995288,-0.28872305,0.667336,-0.8898937,1.0463647,-0.64641684,1
-0.6626206,2.6839724,-0.18697049,-2.2636225,-1.2001755,0.10623771,-0.13691235,-1.8171499,0.9175834,-0.14694089,1
-1.5853736,0.8844728,-0.2875213,-2.3996902,0.8275978,2.075498,0.94732076,-0.38105565,0.35931477,0.69396484,1
-1.3034089,-0.058594465,-0.60586846,0.606746,1.2785215,0.3283828,-1.4884286,0.20144093,-1.0430566,-1.629525,6
1.2541852,0.115249544,-0.87046194,-0.0594227,0.74041617,0.8546362,-0.052055,-1.1822505,0.50432354,1.6100191,5
0.0508703,-0.47171706,0.3252322,-0.1974932,-0.52968466,0.156179,-1.4174267,0.5328877,-0.35766208,-0.018555135,6
-0.21683304,1.125911,-0.46293613,-0.32235694,1.1174173,0.37519938,-0.04981029,1.2670441,1.4935049,-1.0893911,5
-0.16676852,5.644533,0.83953184,-2.498193,1.8068874,-1.527458,2.835474,1.0254139,-1.1272757,0.7209146,6
-1.0542506,4.028476,-0.17788097,-0.112459436,0.18706381,0.1553886,-1.6060729,0.5418926,-2.106097,1.4985414,6
-0.38643575,0.14315417,-0.29162788,0.48414746,1.1751516,-0.4662242,-1.5136378,0.9445839,0.76941586,1.1755339,1
1.1922309,3.264141,1.2004447,-1.4018095,1.2090082,-1.4049882,-1.2646203,0.11199659,-0.7096867,0.6530099,6
0.772076,-1.3447894,1.5278683,0.33752054,0.67437506,-2.5689926,0.95467174,2.4527943,-0.6528859,1.3139182,6
-1.1600885,1.1053791,0.49613672,-1.7364229,-1.0253052,-1.5074763,-2.5263367,1.5024176,0.34632367,0.99705803,6
0.62523973,0.16227564,-1.6069598,-1.026398,1.0360378,0.92821753,1.2515055,-0.2059603,1.1453191,-1.9963269,2
0.99712145,-1.3264503,1.1473197,1.3651129,-0.69505763,-1.5288919,1.9112841,-0.80983317,-0.58304167,-0.0014806986,5
0.9420144,1.8973053,0.7747012,0.5121534,-0.08788562,-2.054639,0.49031574,0.961184,-0.20293882,0.3128985,6
0.35816574,0.46989623,-1.7844908,-0.5597747,0.16873106,1.4560766,-1.4926882,1.2836595,1.9581449,0.7555297,1
-0.7140897,1.9855818,0.08315604,-0.39194748,0.402858,-0.39757752,1.1188502,0.18238765,1.3281419,-0.25830102,1
0.07750094,-0.9449215,1.2246106,0.12773496,0.48857433,0.9145122,-0.14112934,-1.4414201,0.8429947,-1.4163357,5
-0.14693874,-0.020679072,-0.48981574,0.32500592,0.34500092,-0.33977008,-1.5630302,-0.29099074,-0.76205546,-0.8182826,6
1.1470361,3.1880143,-0.69711226,-0.1952036,0.29832664,-1.8551795,0.13585922,-2.0441852,-0.24911481,-0.4358701,0
-1.132957,0.7028355,1.4010525,-0.12236911,0.81868684,-0.053025395,0.13347918,-0.46246728,1.0907655,-0.8552137,1
-0.8755552,0.53669524,-0.39160568,-0.33875853,0.82990175,0.13937604,-0.8848039,-0.7571206,0.9745635,0.6746863,1
0.2870441,0.0120536685,0.21195248,0.11906713,0.4231001,2.0006948,1.6388743,0.01545915,1.4564929,0.5017418,5
-1.0547266,-0.70097756,-2.421962,-0.8555986,0.14177392,-0.6453237,-3.4810574,0.090296805,3.1980362,-0.299546,1
0.85200286,0.49568403,-1.4460945,-0.23245235,-0.15160176,-0.7225868,0.5926039,0.8644985,-0.22251129,-0.25667417,5
0.47692728,0.26796052,-0.5940022,-0.7831418,0.44902343,-1.000335,1.0137768,0.83784795,-1.5716085,0.80889666,6
0.36915377,-0.2901312,-0.27689213,-0.5161554,-0.2679389,0.61289054,-0.16120932,-0.9559595,-1.4439976,-0.5257458,6
0.41517854,1.5467114,0.8060057,-1.5836117,-1.0987389,-0.62028503,0.51006556,-0.3012758,-2.24284,-1.0540525,6
0.492367,-0.4879974,-1.390166,-0.37508672,0.47708654,2.3169632,-0.17108896,-0.9325094,0.5559851,0.86177677,1
0.040920436,1.3656559,0.059271455,-0.6827187,-0.220398,1.1023782,0.7659395,0.4310168,-1.8962104,0.8249938,6
0.92535496,2.4149628,-1.0439122,-1.069537,-1.1230404,-0.16216987,-0.691087,2.190726,-1.2471243,0.37641156,6
-0.5367039,4.414437,0.4255081,-0.57684207,-0.76726097,-1.4308552,-0.21682668,1.533719,0.59914696,1.289584,6
-0.13971739,-0.092174135,-0.51561767,0.6597466,0.92288625,-1.3022844,2.3407075,0.1442453,1.3754196,0.5159354,5
-0.007554084,-0.33636713,-1.4079297,-0.27807856,-0.22850817,0.8407718,-1.6811998,0.21580875,1.3966181,-0.031184316,1
0.012529075,0.22270428,0.9365471,-0.62707794,-1.865756,0.969053,1.69638,-0.97865707,0.5460762,0.28107712,5
-0.39278555,1.3657373,1.5578055,2.7295177,1.5284466,-0.6916611,1.1423928,0.7081051,1.1875563,-1.2874888,5
-0.74757916,0.16608976,1.1610123,-0.25531346,-0.51835173,0.1386708,1.2643602,0.11465278,0.9597654,-1.0347761,5
-0.22357735,2.3613842,0.6585821,-0.5115401,2.0348387,1.3292009,1.7685353,-0.22955355,-0.16811468,-1.1969322,6
-1.4391029,0.6233691,-1.0748736,0.3892827,-0.45424616,-1.4452379,-0.44150853,-0.58488667,-0.6837481,0.42002273,0
0.31173956,-0.5467541,0.10045129,-0.8273794,1.5303974,-0.083119944,-0.6881697,0.33922824,0.7453985,-0.698766,5
0.4264999,0.26983976,-0.419805,-0.39688778,-0.18226224,0.6782435,1.0163059,0.26441914,1.6964005,2.5299187,1
-0.4265026,1.5576776,0.5606978,0.84662306,-1.0738505,0.88391304,0.5661819,1.0993879,0.7367462,1.8292627,6
-0.124275684,1.2505785,1.3153534,-0.07535381,0.03197881,0.7088654,1.8772554,-2.0006857,0.27622002,1.7679541,1
-0.05477357,0.3378492,-0.6242456,1.8231665,-2.3107219,0.77801573,-0.1239112,0.6531987,-2.6130555,-0.42252213,6
0.52283394,-0.45180607,-0.9231757,-0.3143463,-0.06177008,-0.38669622,-1.0566773,0.36607566,0.6909038,-1.0142738,1
0.711889,2.3022852,0.9523356,0.8359401,0.005729109,1.1437463,0.5500348,-0.13022323,0.62008864,0.30654407,5
-1.3136464,0.65184164,-0.12584023,0.020560883,0.1400254,1.7955453,0.4885046,-0.003918946,1.6349467,-1.8623185,2
0.8231292,0.74923396,-1.3878037,0.15533683,0.04805509,2.2322893,-0.075243175,1.8227103,-0.9880328,-0.30710274,5
1.0708824,1.2508458,-0.93139845,-0.04443307,-0.34598836,-0.6534153,-0.29849336,-0.15014026,0.6658792,2.0934718,0
0.72696376,0.008806966,0.5601163,-0.269162,0.29561186,0.8412782,1.9078491,-0.60330135,0.73940706,0.47686145,5
1.3150887,0.690865,-0.8436971,-0.77584904,-0.49936604,-0.30885386,-1.2062428,1.2152379,-0.66369176,-0.5139984,6
-0.6081888,0.82656133,1.1826024,-0.20370549,1.9569519,-1.624373,0.6714858,-1.3261955,-0.46733788,0.71111023,7
0.6770431,0.105187185,-0.14346248,0.21823025,-0.52696747,-1.3072298,0.41851225,-0.28522182,0.28587812,-0.7711819,0
-0.16916414,0.87460047,-1.2342185,-0.73978543,2.241939,-1.1193193,-2.1428838,0.5603736,-0.53659,-0.5454712,6
-0.57583517,0.4080069,1.6751273,0.0041252375,0.66198134,-0.6058297,2.4029484,-1.7203196,-1.6702498,0.969814,7
-0.43490863,1.0137992,0.36004436,0.48235667,2.1944363,-0.90111214,0.46398273,1.6192802,-1.0431539,0.9023633,6
-0.6164294,1.0955719,0.21632755,1.044086,0.89844334,0.8861044,-1.2531022,-0.92069197,-1.3635484,0.37042868,4
-0.5650413,0.99253976,-1.5300401,-0.17140001,-0.66883373,0.26977667,-1.4923117,1.8135375,-0.1808435,-0.1550129,6
-0.8632655,0.3664624,-1.6567488,-1.197775,0.8357433,0.70948017,-1.2584411,2.8396099,0.06968641,-0.07865709,1
-1.2997541,2.4166074,0.74732715,0.5105021,-1.2713873,-0.52310705,-0.7646858,-0.02023989,0.24071391,0.35692924,6
0.19644071,-0.5666577,-1.1179624,0.800242,-0.17297548,-0.025901139,-0.8284852,1.350838,0.6196296,2.2787507,5
-1.5036353,0.7317018,-0.54647815,0.6375881,1.9649599,-0.9870517,-0.7454956,0.9647209,-0.833607,1.3875587,6
-0.538028,1.5216902,-0.9488219,-0.19994643,1.506136,-0.52263796,-0.44354385,-2.234587,0.33947116,-1.7732689,7
0.018580712,0.09207012,-0.14125592,-0.95363355,-0.12574072,0.972915,-0.42498806,0.9093689,-1.4130282,-0.15439181,6
-0.12957287,0.42333466,0.8346915,-0.12624097,0.2742166,-0.5195237,0.6483511,-0.9123914,0.71415067,1.2570767,5
-0.3866105,-0.35734072,1.44786,0.8717313,0.43890697,-0.9772912,0.9561925,2.4535384,-1.4749708,-0.80859196,6
0.4626742,-0.00087729545,0.009804845,-1.6308354,-1.1612048,0.52265406,1.055906,-0.5465734,0.0069398433,0.64511645,1
0.70343584,1.342344,0.8479318,-1.5870742,1.2788831,-0.47122604,1.4511591,-0.8103119,0.45127124,-1.3437841,5
1.82074,1.9794106,-1.4848889,0.6335965,-2.276286,0.5639981,2.746855,-0.35892344,-0.13182223,-0.44351488,5
0.14088449,0.28588527,1.1480165,-0.02352845,0.7042579,0.582514,0.5331264,0.97253776,1.0090609,0.9931587,5
-1.4407356,1.5769732,1.224108,-0.9323368,-3.5868657,0.038891234,-0.9348243,2.2792368,-0.412108,-2.5059958,6
0.03678134,3.9672327,-0.15050936,0.4958595,-0.7792493,-1.2741358,-2.0918481,-1.5199926,0.8229102,-0.23471439,0
0.9765944,-0.085228175,0.79112077,-0.18386021,0.577421,-1.4783591,0.47024816,-0.25068584,-0.54756474,-0.22770946,7
-0.8209393,3.371631,-0.06932664,1.3379873,-0.51011145,1.4269643,1.7699748,-1.2616545,-1.337657,-0.0009886622,6
-0.6116664,-0.43976358,1.100315,-1.1122913,-0.79913825,1.0881677,0.48528963,-0.36458576,0.20317331,0.8348584,6
0.7179876,-0.021680105,0.087557435,-0.7672839,0.9994647,0.07144058,-1.4739593,-1.0219694,-0.8955909,-1.613554,6
0.70039165,2.5813382,0.2378406,-1.1573942,0.46491158,-0.9327958,-0.05390664,-1.2731043,0.9161257,0.90564024,1
0.064597845,3.018564,0.75790775,-0.9913814,-0.32609996,0.2325964,1.0195373,-1.5198383,1.2832725,-0.47434476,1
-0.3190737,-0.6738182,-0.40772456,-0.95364404,0.03521657,2.5083508,1.462328,-0.6216495,3.2793443,0.008469909,1
1.2945656,-0.5040586,-1.1278052,-1.6922833,-1.7816823,-0.5597971,-0.45129746,1.117215,1.074329,1.0986557,1
-1.487196,1.1405281,0.9556023,-0.42097127,-1.0061225,0.26022434,-0.22893748,1.1047043,1.4405832,2.137285,1
0.24625285,0.8961959,0.20678745,-0.8205887,-0.16513997,0.49380404,-1.6126878,0.2657498,1.2184898,-0.7933038,1
-1.0247369,0.8113664,-1.3130281,0.86715835,0.3567649,0.8729885,-0.1826972,0.00087440014,0.5892,1.2630897,1
1.1039248,0.20435719,0.7339895,1.3340274,-1.2528698,-2.0596225,0.9800723,-0.87875915,-0.83871466,-0.019786417,4
0.081201494,2.3567715,0.773509,0.8585688,-0.83401644,-0.54271317,-1.6908201,-0.40327364,-0.35594106,1.8849412,6
0.7164941,-0.42287746,-0.96655935,-1.959942,-3.9229343,-1.8313797,-0.5075294,0.8613782,-0.7964829,-0.20959345,6
-1.6929221,0.40868682,1.4731405,0.5338341,1.4926443,0.79838026,-2.1263804,-0.5127063,0.13096382,-1.4791183,1
0.7402935,0.40690947,-0.105956495,-0.18555975,-0.61140764,-1.021448,0.21401578,-0.97093195,-1.6182765,-2.285129,2
0.3226417,1.0804751,-0.949885,-0.6928644,0.58697945,-1.7224194,-1.1296251,-0.80284107,-1.4992769,-0.20367521,2
0.48587614,-0.40301487,-1.0997524,-1.2456558,-0.8429386,-0.5798604,-0.4726762,0.73647046,0.9481392,1.8646116,1
1.0782521,2.011086,-1.6055862,-0.35833526,-0.7239528,0.37427586,1.4738585,-0.14574927,-3.4545655,0.53043675,5
0.9247296,1.218013,-0.42558467,-2.1214378,-1.6091233,-1.3228292,0.86076456,0.13857037,-0.6939002,-1.6642631,2
-0.5273345,-0.34714133,-0.31601015,-0.919966,0.00274086,-0.07773998,-1.393069,-0.5114571,1.4368412,-1.1765563,1
0.26994044,1.3414955,-0.11293483,-0.1891431,-0.5796509,0.42117846,0.4082089,0.38847774,-1.2175828,0.6722343,6
-0.013359129,0.31912655,0.8055021,2.2699203,-1.4855268,-2.0974777,1.3616345,0.084204525,-0.015001088,1.0883247,0
-0.05488342,1.0363762,-0.31901926,0.48004472,0.14487952,-2.3460276,-0.03258598,-0.062012315,0.1873703,-1.1816219,0
-1.0952741,0.4092883,-2.2147439,0.20581049,1.0598985,0.2517469,-0.16112885,-0.69529366,-0.8736729,1.5563905,1
0.15349437,0.66856563,-0.11652291,1.2245586,-2.1374872,1.3072205,-1.778476,-0.019124608,1.0330349,-1.4628263,5
0.9409207,0.42209542,1.1508987,-1.061293,-1.296119,0.5905998,0.43746716,-1.4331045,0.81548995,0.26292017,5
0.75705725,1.148416,0.5043719,-0.29431784,1.5563412,-0.50191945,0.066574275,1.8220894,2.296082,2.4092615,5
-1.8849466,0.37169904,-0.8487507,0.20819081,0.38998604,0.3448993,0.69593775,-0.14058295,-0.81235963,1.2625083,1
-0.40613836,0.6206369,0.29046553,-0.0073104203,0.46756193,-1.2841153,-1.5611575,1.316406,-1.3884559,-0.7527102,6
-0.5677046,-0.2881375,1.2205384,-1.1351961,0.9012291,0.8182987,-0.2725843,1.5467584,0.03362474,-0.9387022,6
-0.54345226,-0.30811828,-1.0823115,1.3671813,0.5235509,-0.53792703,0.24854323,-0.21148613,-1.0309339,0.4687301,0
-0.33991975,1.0175962,-0.6984738,-0.34037513,1.3084519,-0.38505763,-1.5214117,-1.2135584,-0.8584267,0.48863375,1
0.37017158,-0.05258584,0.60068905,-0.3133387,-0.025651246,0.48963845,0.38206416,1.2420608,-1.4922403,0.20507163,6
0.1015622,-0.6689737,-1.2848214,-0.3131211,0.92659676,0.9566308,0.34201443,-0.8851266,-1.9361084,0.9666504,5
-0.050587714,0.23110071,0.43258223,4.217677,2.2305894,-0.5257063,0.1456742,0.7215794,-0.27336133,2.633242,5
-0.73417646,0.59570694,0.78947824,0.9136383,1.0718203,-2.3062062,-0.47712332,1.2005739,0.30644357,2.5683992,6
-1.1249944,-0.15781376,-0.86010695,1.0335948,-1.347404,0.6977038,-1.3801064,-0.4510383,1.4110188,0.9548656,0
0.15046549,2.0336509,0.31511357,0.51049685,0.26381528,-0.562727,0.9428902,-0.7652609,-0.4927973,0.2521308,4
